Region,Country,Year,Category,Brand,Tier 1,Tier 2,Tier 3,Pep (%),Budget (LC),Pep Budget (LC),Bottler Budget (LC),Budget,Pep Budget,Bottler Budget
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Print,50,15999,7999,8000,437,218,219
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sampling,Product Samples,50,17999,8999,9000,492,246,246
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,4000,2000,2000,109,54,55
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Adrenaline,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Innovation and Insight,Market Research,50,1999,999,1000,54,27,27
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Investments,CDA's,50,26999,13499,13500,738,369,369
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Investments,Price Support,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,All Other Working,Other Working - PR execution,50,69999,34999,35000,1914,957,957
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Consumer Promotions,Premiums,50,39999,19999,20000,1093,546,547
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,39999,19999,20000,1093,546,547
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,Digital,50,4999,2499,2500,136,68,68
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,Print,50,39999,19999,20000,1093,546,547
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sampling,Product Samples,50,20000,10000,10000,546,273,273
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sponsorships,Sponsorships-in game/ in show,50,39999,19999,20000,1093,546,547
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Water,Aquafina,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Investments,CDA's,50,32000,16000,16000,875,437,438
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Investments,Price Support,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,All Other Working,Other Working - PR execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Consumer Promotions,Premiums,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,In Store & POS Execution,In-Store & POS Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,Digital,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,Print,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sampling,Product Samples,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sponsorships,Sponsorships-in game/ in show,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,Energy Drinks,Kickstart,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Innovation and Insight,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Investments,CDA's,50,30999,15499,15500,847,423,424
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Investments,Price Support,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - New,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Equipment,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - PR execution,50,32000,16000,16000,875,437,438
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Consumer Promotions Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Coupons,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Consumer Promotions,Premiums,50,20000,10000,10000,546,273,273
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,In Store & POS Execution,In-Store & POS Execution,50,9999,4999,5000,273,136,137
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,Cinema,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,Digital,50,9999,4999,5000,273,136,137
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,OOH - Out Of Home,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,Print,50,35999,17999,18000,984,492,492
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,Radio,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Media Placements,TV,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sampling,Product Samples,50,15000,7500,7500,410,205,205
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sampling,Sampling Execution,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sponsorships,Sponsorships-in game/ in show,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-athlete/team contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-on field or in show props,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,RTD Tea,Lipton,Pull-Working,Sponsorships,Sports-stadium contracts,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Ad Production,Digital Ad Production,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Ad Production,"TV, Print, Radio, OOH, Production",0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Agency Fees,Creative Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Agency Fees,In Store & POS Design / Development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Agency Fees,Media Agency Fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Agency Fees,Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Agency Fees,Social Media / Influence Marketing,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Administrative fees,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Agency out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,CP out of pocket admin,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Grassroots/experiential out of pocket,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,League/property- rights fee/options,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Market Research,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Non-allocated NW,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,Other Non Working-non itemised talent,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,All Other Non-Working,PR out of pocket administrative,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Innovation and Insight,Innovations,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Innovation and Insight,Market Research,50,140000,70000,70000,3828,1914,1914
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Package Design,Package design,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Non-Working,Package Design,Package development,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Capability Building/Other,Capability Building Other,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Investments,CDA's,50,4716759,2358379,2358380,128974,64487,64487
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Investments,Capital (Coolers),0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Investments,Price Support,50,142000,71000,71000,3882,1941,1941
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Investments,Vending / Racks,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Trade,Frozen Funds,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Other Trade,Other Trade,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Equipment,Coolers - New,50,699999,349999,350000,19140,9570,9570
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Equipment,Coolers - Refurbished,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Equipment,Post Mix / Pre Mix Equip.,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Equipment,Vending / Racks,50,55000,27500,27500,1503,751,752
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Programs,Distribution Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Programs,Innovation Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Programs,Sales Incentives,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,STB - Push,Trade Programs,Space Investments,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Working,All Other Working,Other Working - PR execution,50,525000,262500,262500,14355,7177,7178
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Working,All Other Working,Other Working - activation,0,0,0,0,0,0,0
LAB North,Nicaragua,2025,CSD,Pepsi,Pull-Working,All Other Working,Other Working - non allocated working,0,0,0,0,0,0,0
